periodo,ano,mes,estado,cidade,precipitacao_total_mm,precip_max_dia_mm,dias_com_chuva,dias_extremo_leve,dias_extremo_moderado,dias_extremo_severo,dias_consecutivos_max,indice_enchente,risco_enchente
202211,2022,11,SC,Blumenau,178.7,39.8,17,1,0,0,5,17.5,ALTO
202211,2022,11,SC,Florianopolis,221.3,56.1,14,2,2,0,5,42.5,CRITICO
202212,2022,12,SC,Blumenau,287.8,48.9,22,3,0,0,6,30.0,CRITICO
202212,2022,12,SC,Florianopolis,301.2,69.0,16,3,2,0,4,45.0,CRITICO
202301,2023,1,SC,Blumenau,331.0,37.0,24,2,0,0,11,37.5,CRITICO
202301,2023,1,SC,Florianopolis,152.0,24.5,25,0,0,0,8,20.0,CRITICO
202302,2023,2,SC,Blumenau,279.0,40.3,21,2,0,0,5,22.5,CRITICO
202302,2023,2,SC,Florianopolis,258.1,44.3,19,2,0,0,7,27.5,CRITICO
202303,2023,3,SC,Blumenau,227.5,33.0,25,1,0,0,17,47.5,CRITICO
202303,2023,3,SC,Florianopolis,115.9,16.2,19,0,0,0,8,20.0,CRITICO
202304,2023,4,SC,Blumenau,131.4,35.8,15,1,0,0,5,17.5,ALTO
202304,2023,4,SC,Florianopolis,88.8,23.6,10,0,0,0,5,12.5,ALTO
202305,2023,5,SC,Blumenau,35.5,12.7,6,0,0,0,2,5.0,MODERADO
202305,2023,5,SC,Florianopolis,34.3,17.8,5,0,0,0,2,5.0,MODERADO
202306,2023,6,SC,Blumenau,147.1,61.6,7,1,1,0,5,27.5,CRITICO
202306,2023,6,SC,Florianopolis,121.1,39.5,5,2,0,0,2,15.0,ALTO
202307,2023,7,SC,Blumenau,97.7,29.9,12,0,0,0,4,10.0,ALTO
202307,2023,7,SC,Florianopolis,93.8,35.0,9,1,0,0,4,15.0,ALTO
202308,2023,8,SC,Blumenau,86.2,24.5,9,0,0,0,4,10.0,ALTO
202308,2023,8,SC,Florianopolis,75.2,14.6,8,0,0,0,4,10.0,ALTO
202309,2023,9,SC,Blumenau,71.0,15.9,13,0,0,0,6,15.0,ALTO
202309,2023,9,SC,Florianopolis,110.3,22.9,14,0,0,0,5,12.5,ALTO
202310,2023,10,SC,Blumenau,311.2,52.9,20,3,2,0,7,52.5,CRITICO
202310,2023,10,SC,Florianopolis,365.7,65.3,16,6,1,0,4,50.0,CRITICO
202311,2023,11,SC,Blumenau,174.3,69.5,13,1,1,0,4,25.0,CRITICO
202311,2023,11,SC,Florianopolis,254.3,93.4,12,2,1,1,4,50.0,CRITICO
202312,2023,12,SC,Blumenau,62.9,16.8,12,0,0,0,5,12.5,ALTO
202312,2023,12,SC,Florianopolis,62.1,16.6,12,0,0,0,5,12.5,ALTO
202401,2024,1,SC,Blumenau,371.5,59.6,25,4,1,0,14,65.0,CRITICO
202401,2024,1,SC,Florianopolis,216.5,58.2,23,1,1,0,14,50.0,CRITICO
202402,2024,2,SC,Blumenau,232.0,40.6,22,1,0,0,8,25.0,CRITICO
202402,2024,2,SC,Florianopolis,146.5,38.4,19,1,0,0,7,22.5,CRITICO
202403,2024,3,SC,Blumenau,108.6,27.3,16,0,0,0,4,10.0,ALTO
202403,2024,3,SC,Florianopolis,141.2,35.5,15,1,0,0,5,17.5,ALTO
202404,2024,4,SC,Blumenau,174.5,47.8,15,1,0,0,6,20.0,CRITICO
202404,2024,4,SC,Florianopolis,262.4,87.7,13,3,1,1,7,62.5,CRITICO
202405,2024,5,SC,Blumenau,184.9,58.5,10,1,1,0,3,22.5,CRITICO
202405,2024,5,SC,Florianopolis,167.9,51.9,14,2,1,0,4,30.0,CRITICO
202406,2024,6,SC,Blumenau,93.1,46.0,5,2,0,0,3,17.5,ALTO
202406,2024,6,SC,Florianopolis,71.2,26.9,7,0,0,0,3,7.5,MODERADO
202407,2024,7,SC,Blumenau,150.0,35.6,12,1,0,0,11,32.5,CRITICO
202407,2024,7,SC,Florianopolis,183.3,54.4,10,2,1,0,7,37.5,CRITICO
202408,2024,8,SC,Blumenau,30.2,13.3,4,0,0,0,2,5.0,MODERADO
202408,2024,8,SC,Florianopolis,28.2,8.7,4,0,0,0,2,5.0,MODERADO
202409,2024,9,SC,Blumenau,98.6,36.9,9,1,0,0,4,15.0,ALTO
202409,2024,9,SC,Florianopolis,68.4,16.3,9,0,0,0,4,10.0,ALTO
202410,2024,10,SC,Blumenau,141.8,36.1,14,1,0,0,4,15.0,ALTO
202410,2024,10,SC,Florianopolis,152.4,31.3,13,1,0,0,5,17.5,ALTO
202411,2024,11,SC,Blumenau,188.9,23.7,21,0,0,0,10,25.0,CRITICO
202411,2024,11,SC,Florianopolis,171.6,33.6,17,1,0,0,7,22.5,CRITICO
202412,2024,12,SC,Blumenau,256.4,64.7,23,2,1,0,10,45.0,CRITICO
202412,2024,12,SC,Florianopolis,180.8,34.0,23,2,0,0,11,37.5,CRITICO
